Name,Average.coverage,Reference.length
contig-120_31102_1,0.236,619
contig-120_31107_1,3.071,1461
contig-120_31108_2,0.319,467
contig-120_31108_3,2.936,405
contig-120_31108_4,1.269,349
contig-120_31109_1,0.255,1176
contig-120_31110_1,0.351,854
contig-120_31116_2,0.381,394
contig-120_31117_1,4.647,890
contig-120_31117_2,4.206,428
contig-120_31121_2,0.424,1061
contig-120_31123_1,0.392,1532
contig-120_31128_1,0.598,1253
contig-120_31130_1,2.027,592
contig-120_31130_2,0.798,188
contig-120_31130_3,1.930,228
contig-120_31140_1,2.794,481
contig-120_31140_2,4.681,985
contig-120_31142_1,0.548,547
contig-120_31144_1,0.867,346
contig-120_31148_2,0.647,464
contig-120_31149_1,0.431,348
contig-120_31150_1,1.087,276
contig-120_31151_1,6.201,891
contig-120_31152_2,0.761,986
contig-120_31153_1,1.028,290
contig-120_31153_2,0.943,159
contig-120_31153_4,3.243,185
contig-120_31154_1,9.208,730
contig-120_31159_1,0.826,708
contig-120_31159_2,0.469,640
contig-120_31161_2,1.288,233
contig-120_31162_1,4.700,1468
contig-120_31167_2,1.736,432
contig-120_31173_1,2.011,522
contig-120_31173_2,0.748,572
contig-120_31174_1,3.512,299
contig-120_31174_2,1.220,246
contig-120_31176_3,0.818,176
contig-120_31176_4,11.265,687
contig-120_31177_1,4.838,1515
contig-120_31181_1,0.698,1289
contig-120_31182_2,0.620,484
contig-120_31183_1,1.196,1003
contig-120_31184_1,25.307,270
contig-120_31185_1,0.251,1193
contig-120_31193_1,0.863,1390
contig-120_31197_1,0.478,314
contig-120_31198_1,0.578,1551
contig-120_31200_3,0.986,141
contig-120_31202_1,0.463,324
contig-120_31205_1,0.935,321
contig-120_31208_1,1.708,171
contig-120_31208_2,4.444,363
contig-120_31211_1,1.386,189
contig-120_31211_2,4.584,1172
contig-120_31213_1,1.158,512
contig-120_31213_2,0.971,618
contig-120_31215_1,0.994,1207
contig-120_31216_2,0.743,808
contig-120_31218_1,0.117,1284
contig-120_31220_1,2.337,169
contig-120_31225_1,0.334,898
contig-120_31227_2,0.518,1158
contig-120_31231_2,0.862,174
contig-120_31233_1,13.375,1534
contig-120_31236_1,0.871,661
contig-120_31237_1,0.612,490
contig-120_31237_3,0.251,598
contig-120_31240_3,0.852,176
contig-120_31240_5,1.044,270
contig-120_31241_1,3.673,315
contig-120_31243_1,0.297,1011
contig-120_31246_1,2.975,353
contig-120_31246_2,0.163,811
contig-120_31249_1,0.236,1273
contig-120_31254_2,0.323,464
contig-120_31256_2,3.213,1016
contig-120_31259_1,2.151,1534
contig-120_31261_2,72.944,216
contig-120_31263_1,1.024,293
contig-120_31263_2,1.402,204
contig-120_31263_3,6.636,291
contig-120_31265_1,0.492,610
contig-120_31268_2,3.759,636
contig-120_31268_3,3.396,482
contig-120_31269_1,0.993,143
contig-120_31271_1,2.240,250
contig-120_31272_1,6.730,1419
contig-120_31277_1,0.820,183
contig-120_31277_2,0.154,973
contig-120_31280_1,0.590,1017
contig-120_31283_2,1.149,914
contig-120_31283_3,0.973,294
contig-120_31284_4,2.882,306
contig-120_31284_5,3.333,180
contig-120_31285_3,1.396,207
contig-120_31286_1,1.790,754
contig-120_31287_1,0.564,532
contig-120_31288_3,2.493,361
contig-120_31289_1,11.039,947
contig-120_31289_2,1.538,195
contig-120_31292_1,1.154,650
contig-120_31292_2,0.564,532
contig-120_31294_2,0.794,189
contig-120_31299_2,1.153,242
contig-120_31300_1,1.149,261
contig-120_31300_2,0.392,765
contig-120_31301_1,0.703,427
contig-120_31301_2,2.041,294
contig-120_31301_3,1.376,218
contig-120_31302_1,1.989,528
contig-120_31302_2,1.738,1014
contig-120_31303_2,1.003,897
contig-120_31303_3,2.196,408
contig-120_31304_1,2.762,537
contig-120_31304_2,3.287,855
contig-120_31305_1,10.909,351
contig-120_31305_2,9.679,663
contig-120_31305_3,1.897,224
contig-120_31306_1,4.338,1383
contig-120_31314_1,0.205,1466
contig-120_31316_1,0.868,1030
contig-120_31319_1,0.882,170
contig-120_31320_2,0.606,495
contig-120_31322_1,3.384,972
contig-120_31322_2,2.459,305
contig-120_31324_2,0.711,422
contig-120_31325_2,0.857,350
contig-120_31333_2,0.690,869
contig-120_31334_1,0.448,670
contig-120_31336_1,1.474,814
contig-120_31337_1,1.534,489
contig-120_31337_2,0.493,912
contig-120_31341_1,1.447,199
contig-120_31341_2,0.980,153
contig-120_31341_3,1.918,391
contig-120_31341_4,6.707,246
contig-120_31346_1,2.221,534
contig-120_31346_2,24.530,372
contig-120_31346_3,14.348,422
contig-120_31352_1,1.756,761
contig-120_31352_2,1.053,263
contig-120_31353_1,0.420,357
contig-120_31353_2,1.796,167
contig-120_31356_1,2.469,239
contig-120_31360_1,0.345,435
contig-120_31361_3,0.805,370
contig-120_31362_1,3.175,1134
contig-120_31362_2,0.632,212
contig-120_31366_1,0.514,1460
contig-120_31369_5,0.481,312
contig-120_31370_1,8.742,1130
contig-120_31370_2,4.831,402
contig-120_31371_2,2.000,225
contig-120_31371_3,4.370,644
contig-120_31371_4,1.680,316
contig-120_31372_1,2.221,1486
contig-120_31373_2,0.366,1189
contig-120_31380_1,1.498,498
contig-120_31384_4,1.370,219
contig-120_31386_1,3.173,1416
contig-120_31388_1,0.457,657
contig-120_31389_1,1.226,367
contig-120_31390_1,0.915,164
contig-120_31393_1,0.941,306
contig-120_31393_2,1.210,248
contig-120_31403_1,3.086,729
contig-120_31404_3,0.794,378
contig-120_31408_2,1.610,546
contig-120_31410_3,1.508,398
contig-120_31412_2,2.843,517
contig-120_31412_3,0.649,231
contig-120_31414_1,4.819,138
contig-120_31419_1,2.344,1406
contig-120_31421_2,0.548,1091
contig-120_31421_3,1.000,134
contig-120_31422_2,0.362,414
contig-120_31423_1,0.462,325
contig-120_31424_1,11.542,732
contig-120_31424_2,30.740,335
contig-120_31426_3,0.414,362
contig-120_31427_1,0.932,322
contig-120_31427_2,1.125,654
contig-120_31429_1,1.245,241
contig-120_31432_1,1.109,521
contig-120_31433_1,0.309,971
contig-120_31434_1,2.729,975
contig-120_31436_1,4.534,296
contig-120_31436_2,7.716,1116
contig-120_31438_1,1.579,285
contig-120_31438_2,0.692,867
contig-120_31439_1,30.100,452
contig-120_31440_1,14.296,257
contig-120_31440_2,3.169,988
contig-120_31440_3,2.752,218
contig-120_31441_1,3.996,488
contig-120_31442_2,0.694,432
contig-120_31446_1,2.267,1189
contig-120_31447_1,1.053,285
contig-120_31447_2,2.204,953
contig-120_31448_2,1.695,354
contig-120_31448_3,1.194,372
contig-120_31449_1,1.351,333
contig-120_31449_2,0.526,285
contig-120_31449_3,0.901,333
contig-120_31450_2,0.664,452
contig-120_31451_1,7.448,1544
contig-120_31454_3,0.806,552
contig-120_31455_2,0.974,154
contig-120_31456_2,0.917,327
contig-120_31457_2,1.010,297
contig-120_31458_2,0.163,919
contig-120_31461_1,1.290,465
contig-120_31463_4,0.703,427
contig-120_31464_1,3.390,1416
contig-120_31467_2,3.035,346
contig-120_31468_2,0.630,476
contig-120_31469_1,5.658,313
contig-120_31470_1,0.651,461
contig-120_31470_2,0.890,843
contig-120_31472_2,0.622,241
contig-120_31475_1,3.011,445
contig-120_31475_2,3.488,559
contig-120_31475_3,4.310,381
contig-120_31480_1,12.835,744
contig-120_31480_2,12.097,257
contig-120_31480_3,9.096,491
contig-120_31481_5,0.838,358
contig-120_31485_2,0.787,948
contig-120_31485_3,2.782,156
contig-120_31488_2,3.405,837
contig-120_31490_1,0.929,793
contig-120_31490_2,0.209,647
contig-120_31492_2,0.852,528
contig-120_31492_3,1.335,674
contig-120_31493_1,1.385,1083
contig-120_31499_1,0.376,399
contig-120_31499_2,0.558,538
contig-120_31503_1,0.181,827
contig-120_31503_3,0.893,168
contig-120_31504_1,0.220,1362
contig-120_31505_1,3.106,483
contig-120_31505_2,1.082,832
contig-120_31506_2,0.661,454
contig-120_31507_1,1.167,257
contig-120_31507_3,0.750,200
contig-120_31509_1,0.598,502
contig-120_31510_1,1.165,1138
contig-120_31510_2,14.128,273
contig-120_31511_1,0.768,967
contig-120_31513_1,1.691,265
contig-120_31513_2,0.952,311
contig-120_31515_2,0.360,833
contig-120_31518_2,0.885,339
contig-120_31519_1,0.791,363
contig-120_31520_2,3.081,876
contig-120_31520_3,0.838,358
contig-120_31521_1,0.968,465
contig-120_31523_2,1.765,340
contig-120_31523_3,1.049,286
contig-120_31529_1,1.230,1098
contig-120_31533_2,0.556,268
contig-120_31537_1,1.731,167
contig-120_31537_2,0.480,625
contig-120_31538_1,0.704,179
contig-120_31538_2,0.567,794
contig-120_31538_3,3.968,189
contig-120_31539_1,3.240,1528
contig-120_31540_1,0.386,389
contig-120_31540_3,0.787,381
contig-120_31542_1,1.186,377
contig-120_31542_2,2.107,419
contig-120_31543_1,0.901,333
contig-120_31543_2,1.253,592
contig-120_31543_3,6.478,423
contig-120_31544_1,1.000,138
contig-120_31544_2,0.652,460
contig-120_31544_3,12.914,325
contig-120_31545_1,0.304,1480
contig-120_31546_1,0.847,1063
contig-120_31548_2,2.641,1016
contig-120_31548_3,5.656,259
contig-120_31549_1,7.386,446
contig-120_31549_2,157.074,1047
contig-120_31552_1,1.646,1085
contig-120_31557_1,1.765,170
contig-120_31561_3,0.615,244
contig-120_31562_1,0.772,1151
contig-120_31564_2,0.199,742
contig-120_31564_3,1.176,255
contig-120_31566_2,0.926,324
contig-120_31567_1,0.542,815
contig-120_31567_2,0.991,454
contig-120_31568_2,0.326,874
contig-120_31569_1,0.085,1539
contig-120_31570_1,9.024,414
contig-120_31570_2,10.274,949
contig-120_31574_2,0.949,316
contig-120_31578_1,0.901,333
contig-120_31584_2,0.861,697
contig-120_31585_2,16.977,1155
contig-120_31586_1,11.511,624
contig-120_31586_2,2.310,770
contig-120_31588_1,17.014,1401
contig-120_31589_2,2.355,440
contig-120_31590_2,0.732,205
contig-120_31591_1,1.327,678
contig-120_31591_2,3.219,456
contig-120_31592_1,1.964,1362
contig-120_31594_3,1.528,687
contig-120_31600_1,0.731,616
contig-120_31600_2,0.600,250
contig-120_31602_1,0.993,143
contig-120_31606_1,0.699,429
contig-120_31606_2,0.933,643
contig-120_31609_1,2.956,406
contig-120_31610_1,3.592,917
contig-120_31614_1,4.589,1130
contig-120_31616_1,1.987,224
contig-120_31616_2,1.123,928
contig-120_31617_1,0.645,465
contig-120_31619_1,2.933,612
contig-120_31619_2,1.810,331
contig-120_31621_1,0.517,290
contig-120_31622_1,0.812,154
contig-120_31624_1,1.711,526
contig-120_31626_1,2.707,215
contig-120_31626_2,1.989,448
contig-120_31626_3,3.245,363
contig-120_31629_1,1.226,1093
contig-120_31630_1,0.422,1423
contig-120_31633_1,1.465,512
contig-120_31634_1,0.746,201
contig-120_31638_2,0.346,434
contig-120_31644_1,0.461,319
contig-120_31646_1,0.125,1200
contig-120_31648_3,0.147,851
contig-120_31655_1,0.852,176
contig-120_31655_2,2.191,611
contig-120_31656_1,0.552,543
contig-120_31657_2,0.943,159
contig-120_31661_3,1.010,297
contig-120_31663_1,0.573,524
contig-120_31664_2,2.339,758
contig-120_31665_1,0.500,288
contig-120_31665_2,0.642,934
contig-120_31667_2,0.817,175
contig-120_31669_1,42.369,693
contig-120_31673_1,1.986,141
contig-120_31675_1,1.423,1368
contig-120_31678_1,0.879,1356
contig-120_31679_1,1.079,556
contig-120_31679_2,1.750,600
contig-120_31680_1,0.118,1266
contig-120_31685_2,5.331,384
contig-120_31686_2,0.817,551
contig-120_31686_3,0.358,419
contig-120_31687_3,1.401,309
contig-120_31693_1,26.619,585
contig-120_31695_2,1.819,315
contig-120_31695_3,2.013,944
contig-120_31696_2,2.381,882
contig-120_31701_1,5.648,261
contig-120_31701_2,1.705,156
contig-120_31701_3,4.234,278
contig-120_31703_2,0.796,538
contig-120_31703_3,1.974,304
contig-120_31704_1,1.285,1398
contig-120_31706_1,0.993,151
contig-120_31707_2,1.172,256
contig-120_31709_2,51.582,999
contig-120_31711_1,0.526,1140
contig-120_31712_1,0.612,245
contig-120_31723_1,0.735,204
contig-120_31725_1,7.160,381
contig-120_31725_2,15.959,561
contig-120_31725_3,13.746,543
contig-120_31729_1,71.373,975
contig-120_31729_2,2.931,144
contig-120_31730_2,0.713,816
contig-120_31732_2,3.041,934
contig-120_31734_1,0.546,549
contig-120_31738_2,0.465,645
contig-120_31740_1,0.685,219
contig-120_31740_2,2.845,1029
contig-120_31742_1,1.000,136
contig-120_31748_1,0.870,345
contig-120_31748_2,3.215,926
contig-120_31751_1,0.946,149
contig-120_31753_1,0.346,868
contig-120_31757_1,0.997,301
contig-120_31757_2,1.993,301
contig-120_31758_1,1.247,722
contig-120_31760_2,0.371,808
contig-120_31766_1,0.852,176
contig-120_31766_2,3.913,977
contig-120_31768_1,1.907,151
contig-120_31772_1,0.424,354
contig-120_31773_1,1.003,299
contig-120_31773_2,5.873,378
contig-120_31774_1,0.995,603
contig-120_31774_2,4.239,556
contig-120_31778_2,0.444,1014
contig-120_31780_1,0.493,608
contig-120_31781_2,0.337,890
contig-120_31785_3,0.658,456
contig-120_31786_2,0.489,307
contig-120_31787_1,1.312,448
contig-120_31789_1,3.947,304
contig-120_31789_2,8.952,967
contig-120_31790_1,0.248,605
contig-120_31791_1,0.354,424
contig-120_31792_1,2.657,508
contig-120_31792_2,15.048,186
contig-120_31792_3,1.515,394
contig-120_31793_2,1.815,248
contig-120_31794_2,2.251,1266
contig-120_31796_1,10.543,1533
contig-120_31800_1,1.442,208
contig-120_31800_2,1.007,894
contig-120_31801_5,0.904,332
contig-120_31808_1,3.275,273
contig-120_31810_2,0.224,1339
contig-120_31812_1,0.654,917
contig-120_31816_2,0.342,439
contig-120_31816_3,0.521,288
contig-120_31817_2,0.661,227
contig-120_31820_1,95.947,1111
contig-120_31825_3,0.615,244
contig-120_31826_1,0.869,518
contig-120_31833_1,1.913,231
contig-120_31842_1,6.321,402
contig-120_31842_2,4.247,777
contig-120_31843_1,1.151,1274
contig-120_31844_1,2.586,580
contig-120_31844_2,10.536,554
contig-120_31844_3,0.845,168
contig-120_31847_1,11.873,432
contig-120_31847_2,3.126,762
contig-120_31851_1,0.198,757
contig-120_31851_2,1.255,478
contig-120_31856_1,0.350,857
contig-120_31858_1,0.249,1197
contig-120_31858_2,1.903,226
contig-120_31859_3,0.750,200
contig-120_31860_1,428.052,1173
contig-120_31865_1,0.204,737
contig-120_31866_2,1.181,248
contig-120_31868_2,0.932,1127
contig-120_31873_1,0.834,698
contig-120_31873_2,2.171,829
contig-120_31874_1,1.554,386
contig-120_31874_2,0.722,831
contig-120_31876_2,0.253,1185
contig-120_31877_2,1.141,263
contig-120_31879_2,2.041,293
contig-120_31879_3,1.400,420
contig-120_31880_1,2.950,402
contig-120_31880_2,5.863,920
contig-120_31881_1,0.546,513
contig-120_31883_1,2.500,178
contig-120_31884_3,0.711,211
contig-120_31887_1,2.158,278
contig-120_31887_2,0.961,153
contig-120_31893_1,5.222,600
contig-120_31893_2,8.324,751
contig-120_31893_3,3.940,150
contig-120_31894_1,1.525,295
contig-120_31894_2,3.831,1121
contig-120_31895_1,0.651,461
contig-120_31896_1,0.962,156
contig-120_31897_1,0.446,672
contig-120_31898_1,14.168,582
contig-120_31898_2,5.525,863
contig-120_31903_1,3.470,903
contig-120_31903_2,13.361,524
contig-120_31904_1,8.265,650
contig-120_31907_1,0.564,266
contig-120_31907_2,1.564,376
contig-120_31907_3,0.852,176
contig-120_31919_2,1.292,813
contig-120_31920_1,0.536,1119
contig-120_31921_1,1.258,1307
contig-120_31923_1,7.283,492
contig-120_31923_2,2.753,372
contig-120_31923_3,1.943,210
contig-120_31928_2,0.766,974
contig-120_31929_1,0.722,831
contig-120_31930_1,0.969,904
contig-120_31932_2,23.744,1125
contig-120_31933_1,0.704,213
contig-120_31934_1,3.215,1389
contig-120_31937_3,0.813,347
contig-120_31939_1,1.348,445
contig-120_31939_2,0.980,306
contig-120_31948_1,1.353,665
contig-120_31948_2,0.606,743
contig-120_31949_1,1.182,506
contig-120_31949_2,4.146,615
contig-120_31952_1,1.056,284
contig-120_31953_1,4.599,322
contig-120_31953_2,1.481,1006
contig-120_31954_1,2.632,1235
contig-120_31955_1,1.340,1335
contig-120_31958_1,1.006,1337
contig-120_31961_1,1.010,891
contig-120_31962_2,0.838,358
contig-120_31964_2,1.554,193
contig-120_31964_3,2.318,453
contig-120_31964_4,1.020,294
contig-120_31965_1,0.503,596
contig-120_31965_2,0.633,474
contig-120_31966_1,1.561,1432
contig-120_31973_2,0.937,798
contig-120_31976_1,0.355,423
contig-120_31981_1,1.141,263
contig-120_31983_1,1.075,279
contig-120_31985_1,0.570,526
contig-120_31987_1,0.316,475
contig-120_31988_2,0.470,638
contig-120_31989_1,1.705,611
contig-120_31990_1,2.018,446
contig-120_31990_2,0.174,860
contig-120_31991_1,5.680,791
contig-120_31991_2,20.300,303
contig-120_31991_3,28.248,303
contig-120_31994_1,2.424,243
contig-120_31999_2,0.729,822
contig-120_31999_3,2.730,263
contig-120_32001_1,1.883,393
contig-120_32005_2,6.420,576
contig-120_32008_1,0.603,992
contig-120_32008_2,1.714,175
contig-120_32010_2,1.502,283
contig-120_32011_2,0.951,473
contig-120_32012_2,4.160,287
contig-120_32012_3,3.333,225
contig-120_32013_3,0.987,152
contig-120_32019_2,0.833,180
contig-120_32019_3,0.512,586
contig-120_32023_2,0.426,704
contig-120_32024_1,1.552,1524
contig-120_32025_1,0.997,294
contig-120_32025_2,0.761,197
contig-120_32027_2,1.044,431
contig-120_32027_3,1.471,399
contig-120_32030_1,0.829,543
contig-120_32030_2,0.966,466
contig-120_32033_3,1.487,195
contig-120_32034_1,3.727,194
contig-120_32034_2,1.798,906
contig-120_32036_1,1.930,143
contig-120_32039_2,0.128,1172
contig-120_32043_1,22.816,239
contig-120_32043_2,1.790,993
contig-120_32044_1,1.482,1113
contig-120_32046_1,0.476,630
contig-120_32047_1,0.664,904
contig-120_32048_3,3.735,275
contig-120_32050_1,2.558,1405
contig-120_32051_2,3.649,817
contig-120_32054_1,0.624,1443
contig-120_32057_1,0.858,332
contig-120_32058_1,0.721,1040
contig-120_32061_2,16.984,258
contig-120_32061_3,14.975,201
contig-120_32062_1,0.752,399
contig-120_32064_1,0.209,1437
contig-120_32065_1,0.586,256
contig-120_32065_3,2.000,137
contig-120_32066_1,0.376,1183
contig-120_32068_1,2.639,612
contig-120_32068_2,2.777,752
contig-120_32070_1,0.622,241
contig-120_32071_4,0.817,367
contig-120_32075_2,1.434,205
contig-120_32077_1,1.726,693
contig-120_32079_1,0.363,826
contig-120_32081_2,3.915,649
contig-120_32082_2,3.581,1131
contig-120_32083_1,0.926,324
contig-120_32083_2,2.796,319
contig-120_32084_1,5.806,949
contig-120_32086_1,26.714,780
contig-120_32086_2,12.601,486
contig-120_32086_3,9.037,246
contig-120_32087_1,3.471,340
contig-120_32087_2,1.469,919
contig-120_32089_1,78.675,1521
contig-120_32091_1,5.975,792
contig-120_32091_2,2.356,376
contig-120_32092_1,0.565,531
contig-120_32093_2,0.230,587
contig-120_32095_1,0.574,1293
contig-120_32096_2,1.689,689
contig-120_32097_1,2.016,372
contig-120_32097_2,0.380,789
contig-120_32100_1,1.243,362
contig-120_32101_1,1.374,431
contig-120_32102_1,0.611,1473
contig-120_32103_1,1.264,356
contig-120_32107_1,0.661,224
contig-120_32107_2,1.884,155
contig-120_32108_1,0.267,559
contig-120_32112_1,1.026,877
contig-120_32117_2,0.624,721
contig-120_32120_1,1.121,535
contig-120_32122_1,0.473,1268
contig-120_32123_1,0.768,977
contig-120_32124_1,0.281,993
contig-120_32128_1,0.213,1408
contig-120_32129_3,0.556,270
contig-120_32132_2,0.229,1310
contig-120_32133_1,6.534,384
contig-120_32133_2,17.914,476
contig-120_32136_1,1.804,1412
contig-120_32139_1,24.856,522
contig-120_32139_2,13.621,261
contig-120_32140_1,0.475,948
contig-120_32141_2,4.212,165
contig-120_32142_1,0.500,600
contig-120_32143_1,0.652,230
contig-120_32144_1,0.965,311
contig-120_32155_1,1.108,929
contig-120_32155_2,2.186,393
contig-120_32156_1,0.853,877
contig-120_32158_1,1.986,143
contig-120_32164_2,0.649,231
contig-120_32165_1,2.541,921
contig-120_32165_2,0.564,266
contig-120_32167_1,19.504,1356
contig-120_32169_2,1.415,212
contig-120_32171_1,1.138,791
contig-120_32171_2,0.997,298
contig-120_32172_3,0.144,1042
contig-120_32173_1,1.984,129
contig-120_32173_2,2.010,1266
contig-120_32174_1,2.000,140
contig-120_32176_1,1.549,1162
contig-120_32176_2,1.345,223
contig-120_32177_2,16.279,513
contig-120_32178_3,9.564,516
contig-120_32193_3,0.690,435
contig-120_32194_2,0.617,243
contig-120_32198_1,1.415,422
contig-120_32200_1,0.195,768
contig-120_32201_3,0.302,496
contig-120_32204_1,0.462,650
contig-120_32207_2,0.497,286
contig-120_32209_1,0.145,1024
contig-120_32214_2,0.743,202
contig-120_32215_2,1.662,361
contig-120_32216_1,0.901,493
contig-120_32219_2,1.398,196
contig-120_32224_2,1.213,1237
contig-120_32226_1,1.286,1513
contig-120_32227_1,1.145,262
contig-120_32227_3,1.408,213
contig-120_32228_1,0.366,1228
contig-120_32229_3,5.156,225
contig-120_32229_4,2.080,276
contig-120_32230_1,0.898,334
contig-120_32230_2,1.652,541
contig-120_32233_1,0.638,1176
contig-120_32236_1,2.556,171
contig-120_32240_2,0.568,264
contig-120_32242_1,1.360,214
contig-120_32244_1,0.688,436
contig-120_32244_2,0.721,416
contig-120_32248_1,4.006,337
contig-120_32249_1,1.948,307
contig-120_32249_2,1.202,861
contig-120_32251_3,0.398,377
contig-120_32254_2,2.261,1190
contig-120_32255_1,9.726,625
contig-120_32255_2,10.451,488
contig-120_32255_3,5.079,265
contig-120_32256_1,5.281,877
contig-120_32256_2,2.190,411
contig-120_32257_2,56.008,363
contig-120_32259_2,0.671,447
contig-120_32260_2,0.718,209
contig-120_32261_1,0.714,1261
contig-120_32264_1,1.667,450
contig-120_32264_2,2.329,322
contig-120_32264_3,1.075,558
contig-120_32265_1,2.542,177
contig-120_32266_1,21.000,654
contig-120_32266_2,22.349,390
contig-120_32268_2,1.136,528
contig-120_32269_1,1.011,444
contig-120_32274_1,0.489,614
contig-120_32276_1,0.384,782
contig-120_32278_2,0.454,661
contig-120_32278_3,0.651,441
contig-120_32280_1,11.977,1226
contig-120_32282_1,1.459,925
contig-120_32282_2,16.407,354
contig-120_32288_1,0.271,1106
contig-120_32291_1,0.284,1055
contig-120_32296_1,0.679,221
contig-120_32296_2,0.208,721
contig-120_32297_1,1.399,429
contig-120_32298_2,0.683,439
contig-120_32301_1,15.624,981
contig-120_32303_1,10.033,1320
contig-120_32305_1,4.403,201
contig-120_32305_2,3.968,189
contig-120_32306_1,0.718,418
contig-120_32312_2,0.843,178
contig-120_32314_1,1.700,353
contig-120_32316_1,1.064,282
contig-120_32316_2,1.261,238
contig-120_32318_3,3.895,882
contig-120_32319_1,0.725,207
contig-120_32319_2,2.102,571
contig-120_32321_1,0.440,682
contig-120_32322_1,0.583,515
contig-120_32325_1,0.311,957
contig-120_32329_1,9.599,294
contig-120_32330_1,0.725,207
contig-120_32331_1,5.933,135
contig-120_32331_2,13.662,548
contig-120_32331_3,3.846,468
contig-120_32332_2,3.671,347
contig-120_32333_1,1.805,492
contig-120_32333_2,1.685,356
contig-120_32338_1,0.993,145
contig-120_32338_2,0.128,1173
contig-120_32342_3,0.205,730
contig-120_32343_1,1.354,997
contig-120_32345_1,0.760,592
contig-120_32346_1,2.517,354
contig-120_32346_2,3.541,375
contig-120_32346_3,2.290,259
contig-120_32349_1,2.857,719
contig-120_32349_2,4.186,215
contig-120_32353_1,1.525,295
contig-120_32354_2,5.597,268
contig-120_32354_3,2.706,388
contig-120_32356_2,0.522,575
contig-120_32357_1,0.506,593
contig-120_32358_2,2.590,405
contig-120_32359_1,0.464,323
contig-120_32360_2,2.976,248
contig-120_32360_3,2.757,152
contig-120_32361_1,0.882,170
contig-120_32361_2,1.000,143
contig-120_32363_1,1.742,252
contig-120_32366_2,0.715,396
contig-120_32368_1,2.649,1514
contig-120_32369_1,0.523,1147
contig-120_32374_1,2.410,249
contig-120_32374_2,2.357,1013
contig-120_32378_2,0.898,334
contig-120_32379_1,0.433,693
contig-120_32385_1,3.633,1445
contig-120_32388_1,1.570,374
contig-120_32391_2,13.441,465
contig-120_32393_2,0.579,1029
contig-120_32396_2,0.855,351
contig-120_32397_1,0.467,321
contig-120_32397_2,1.304,345
contig-120_32398_2,2.586,232
contig-120_32399_1,1.701,1515
contig-120_32403_1,0.997,301
contig-120_32405_2,1.003,299
contig-120_32408_1,0.603,984
contig-120_32411_1,0.241,622
contig-120_32413_1,2.911,462
contig-120_32413_2,1.084,954
contig-120_32415_1,0.752,399
contig-120_32415_3,1.700,170
contig-120_32416_1,0.101,1487
contig-120_32421_1,0.649,231
contig-120_32421_2,1.473,201
contig-120_32422_1,0.616,487
contig-120_32425_2,0.811,175
contig-120_32429_1,0.185,813
contig-120_32429_2,0.893,336
contig-120_32430_2,1.875,400
contig-120_32431_2,0.735,408
contig-120_32433_1,1.493,402
contig-120_32435_1,1.179,1272
contig-120_32437_2,0.447,671
contig-120_32438_3,3.000,350
contig-120_32438_4,0.876,501
contig-120_32439_2,1.367,878
contig-120_32448_1,4.758,1506
contig-120_32449_2,0.230,1227
contig-120_32450_1,0.229,1309
contig-120_32452_4,0.924,649
contig-120_32453_1,0.285,1053
contig-120_32455_1,1.608,933
contig-120_32455_2,6.295,258
contig-120_32457_1,0.619,1211
contig-120_32457_2,1.921,229
contig-120_32460_2,0.664,226
contig-120_32460_3,1.348,443
contig-120_32461_1,2.810,961
contig-120_32461_2,0.904,498
contig-120_32462_1,0.920,326
contig-120_32467_1,0.404,743
contig-120_32468_1,0.686,437
contig-120_32468_2,1.870,478
contig-120_32469_1,1.491,1509
contig-120_32480_2,1.566,831
contig-120_32481_4,0.536,280
contig-120_32483_1,3.570,335
contig-120_32483_2,1.682,255
contig-120_32483_3,3.975,752
contig-120_32484_1,2.233,266
contig-120_32484_2,1.353,1109
contig-120_32485_1,3.155,1043
contig-120_32486_1,0.772,777
contig-120_32487_1,1.522,184
contig-120_32493_1,0.809,371
contig-120_32495_1,12.865,636
contig-120_32495_2,13.026,492
contig-120_32495_3,8.927,396
contig-120_32497_1,0.479,626
contig-120_32498_1,1.447,933
contig-120_32499_2,0.667,225
contig-120_32506_1,7.729,269
contig-120_32506_2,34.787,489
contig-120_32506_3,13.888,634
contig-120_32507_2,0.867,346
contig-120_32507_3,1.351,222
contig-120_32514_1,14.089,1507
contig-120_32515_1,0.542,830
contig-120_32516_1,0.438,322
contig-120_32516_2,1.250,597
contig-120_32518_2,1.288,219
contig-120_32519_2,22.851,342
contig-120_32519_3,41.487,312
contig-120_32520_2,0.485,618
contig-120_32521_1,0.676,1109
contig-120_32521_2,1.386,316
contig-120_32522_1,0.872,516
contig-120_32531_1,1.186,855
contig-120_32533_1,0.901,333
contig-120_32536_1,2.275,324
contig-120_32536_2,0.798,351
contig-120_32536_3,0.410,732
contig-120_32544_1,0.679,221
contig-120_32545_1,3.153,333
contig-120_32545_2,0.451,601
contig-120_32545_3,0.591,254
contig-120_32547_1,1.928,613
contig-120_32549_1,0.333,901
contig-120_32550_1,11.674,1512
contig-120_32551_1,1.000,135
contig-120_32554_1,0.725,207
contig-120_32559_1,5.186,258
contig-120_32559_2,25.049,885
contig-120_32559_3,13.598,132
contig-120_32563_1,0.532,269
contig-120_32564_1,0.775,950
contig-120_32567_1,0.532,564
contig-120_32569_1,1.145,262
contig-120_32571_1,0.504,560
contig-120_32573_2,2.073,579
contig-120_32577_2,0.189,794
contig-120_32578_1,9.307,401
